model_name,BATCH_SIZE,NUM_ENCODER_LAYERS,NUM_DECODER_LAYERS,EMB_SIZE,FFN_HID_DIM,NHEAD,DROPOUT,NUM_EPOCHS,LEARNING_RATE
128,3,3,512,512,8,0.3,100,0.0001
128,3,3,512,512,8,0.3,100,0.0001
128,3,3,512,512,8,0.3,100,0.0001
128,3,3,512,512,8,0.3,100,0.0001
128,3,3,512,512,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-20-5,128,3,3,512,1024,8,0.3,100,0.0001
./models/transformer-5-21-1,128,3,3,256,512,8,0.1,30,0.0005
./models/transformer-5-21-1,128,3,3,512,512,8,0.3,40,0.0005
./models/transformer-5-21-1,256,1,3,256,512,8,0.1,40,0.0005
./models/transformer-5-21-1,256,3,3,256,256,8,0.1,40,0.0005
./models/transformer-5-21-1,256,3,3,256,256,8,0.1,40,0.0005
./models/transformer-5-21-6,128,3,3,256,512,8,0.3,100,5e-05
./models/transformer-5-21-6,128,3,3,256,512,8,0.3,100,5e-05
./models/transformer-5-21-6,256,3,3,256,256,8,0.1,50,5e-05
./models/transformer-5-21-6,256,3,3,256,256,8,0.1,50,5e-05
./models/transformer-5-21-6,256,3,3,256,256,8,0.1,50,5e-05
./models/transformer-5-21-8,128,3,3,256,512,8,0.1,50,0.0005
./models/transformer-5-21-8,128,3,3,512,512,8,0.1,40,0.0005
./models/transformer-5-21-10,128,3,3,512,512,8,0.1,40,0.0005
./models/transformer-5-21-10,256,3,3,256,512,8,0.1,40,0.0005
./models/transformer-5-21-11,64,3,3,512,2048,8,0.2,50,0.0005
./models/transformer-5-21-11,128,3,3,512,512,8,0.2,50,0.0005
./models/transformer-5-21-11,128,2,3,512,512,8,0.1,50,0.0001
./models/transformer-5-21-11,128,2,3,512,512,8,0.1,50,0.0001
./models/transformer-5-22-2,128,3,3,256,512,8,0.1,50,0.0001
./models/transformer-5-22-2,128,3,3,256,512,8,0.1,50,0.0001
